ENTRY_TIME,EXIT_TIME,VEHICLE_ID,GATE_NO
2024-05-30 09:12:56,NULL,UP78EA9900,1
2024-05-30 09:12:02,NULL,D0D05AP3629,1
2024-05-30 09:11:19,2024-05-30 19:20:08,UP16CL2981,1
2024-05-30 09:11:04,2024-05-30 17:11:06,HR06AA1702,1
2024-05-30 09:11:01,NULL,OD05AH8295,1
2024-05-30 09:10:38,2024-05-30 21:28:49,OD05BM3992,1
2024-05-30 09:10:30,2024-05-30 20:17:56,GJ06PE7029,1
2024-05-30 09:07:53,2024-05-30 17:13:16,OD33R0531,1
2024-05-30 09:06:04,2024-05-30 20:16:25,OD02BT3906,1
2024-05-30 09:05:57,2024-05-30 18:27:27,HR06AH8808,1
2024-05-30 09:05:46,2024-05-30 17:47:05,OD05BB1583,1
2024-05-30 09:05:36,2024-05-30 17:16:31,WB30J3682,1
2024-05-30 09:05:33,NULL,OR02BW8595,1
2024-05-30 09:05:31,2024-05-30 17:09:18,UP16BK7012,1
2024-05-30 09:04:53,2024-05-30 20:23:49,OR21C4377,1
2024-05-30 09:04:51,NULL,MP81DL6638,1
2024-05-30 09:03:57,2024-05-30 11:34:46,OD05BG4222,1
2024-05-30 09:03:16,2024-05-30 17:10:41,OD09J0700,1
2024-05-30 09:02:35,NULL,B51920D05A1,1
2024-05-30 09:02:34,2024-05-30 19:03:08,OD05AB5192,1
2024-05-30 09:02:26,2024-05-30 09:44:16,C0D05W38155,1
2024-05-30 09:02:17,NULL,OD27P5436,1
2024-05-30 09:02:02,2024-05-30 16:44:38,OR05479091,1
2024-05-30 09:01:49,2024-05-30 16:44:36,OR05AT9091,1
2024-05-30 09:01:42,2024-05-30 18:30:06,UP14DX4503,1
2024-05-30 09:00:54,2024-05-30 19:23:57,OD21E1559,1
2024-05-30 09:00:52,2024-05-30 18:43:42,23BH3849J,1
2024-05-30 09:00:24,2024-05-30 17:48:49,HR06AT1317,1
2024-05-30 09:00:01,2024-05-30 15:05:50,OD05Q2677,1
2024-05-30 08:59:29,2024-05-30 16:36:29,OD02BC3052,1
2024-05-30 08:59:27,NULL,OD505Q6162,1
2024-05-30 08:58:37,2024-05-30 17:03:06,OD05L6373,1
2024-05-30 08:58:32,2024-05-30 18:26:57,OD05BC1168,1
2024-05-30 08:58:28,2024-05-30 19:08:54,OD02BL7311,1
2024-05-30 08:57:25,2024-05-30 18:56:50,OD05A05609,1
2024-05-30 08:57:04,2024-05-30 18:37:54,OD05BR3618,1
2024-05-30 08:56:47,2024-05-30 12:02:48,OD33U1645,1
2024-05-30 08:56:29,2024-05-30 09:42:27,OD02CN6178,1
2024-05-30 08:55:47,2024-05-30 17:19:18,OD05AV3249,1
2024-05-30 08:54:34,2024-05-30 17:25:58,OD05BN6640,1
2024-05-30 08:54:29,NULL,OD921M6389,1
2024-05-30 08:54:19,2024-05-30 18:09:20,RJ38CA1970,1
2024-05-30 08:53:22,NULL,OD05AKC629,1
2024-05-30 08:53:20,2024-05-30 22:33:56,OD05AK0629,1
2024-05-30 08:51:37,NULL,OD33H4174,1
2024-05-30 08:50:07,2024-05-30 20:25:16,OD05BF8047,1
2024-05-30 08:49:09,2024-05-30 18:31:04,WB29B6618,1
2024-05-30 08:48:38,2024-05-30 19:15:13,OD02BG9982,1
2024-05-30 08:48:06,NULL,OD02BAA725,1
2024-05-30 08:46:47,2024-05-30 19:49:49,HR06BA4199,1
2024-05-30 08:46:42,2024-05-30 17:42:30,OD05BC2455,1
2024-05-30 08:46:41,NULL,OD33B3852,1
2024-05-30 08:45:59,NULL,OU02R9668,1
2024-05-30 08:45:56,2024-05-30 21:13:45,OD02N9668,1
2024-05-30 08:45:44,2024-05-30 19:58:58,OD21P5062,1
2024-05-30 08:44:58,NULL,OD01G1914,1
2024-05-30 08:42:40,2024-05-30 09:54:29,OD05BM1164,1
2024-05-30 08:41:59,2024-05-30 19:29:02,OD0502977,1
2024-05-30 08:41:42,2024-05-30 18:55:20,OD02BD4174,1
2024-05-30 08:41:39,2024-05-30 18:55:41,OD05AA4090,1
2024-05-30 08:40:50,2024-05-30 17:46:19,22BH1137D,1
2024-05-30 08:40:46,NULL,OD21P9AA2,1
2024-05-30 08:39:48,2024-05-30 19:35:31,23BH8085B,1
2024-05-30 08:39:32,2024-05-30 19:44:13,OR21E3595,1
2024-05-30 08:38:59,2024-05-30 17:11:34,OD05AL1580,1
2024-05-30 08:38:19,2024-05-30 18:15:56,OD33P5387,1
2024-05-30 08:38:10,2024-05-30 19:50:12,OD33AK3500,1
2024-05-30 08:37:32,2024-05-30 17:29:41,OD14Z9229,1
2024-05-30 08:37:20,2024-05-30 20:11:26,OD05BJ8811,1
2024-05-30 08:37:11,NULL,OR02BS717,1
2024-05-30 08:37:08,NULL,OD05AP4950,1
2024-05-30 08:36:31,2024-05-30 18:36:50,OD05BP6405,1
2024-05-30 08:35:02,2024-05-30 15:26:26,OD05BG0950,1
2024-05-30 08:33:53,2024-05-30 18:23:35,22BH1501C,1
2024-05-30 08:33:51,NULL,OD05BG5586,1
2024-05-30 08:33:37,2024-05-30 18:42:09,22BH9838D,1
2024-05-30 08:33:15,NULL,OD0D05BF394,1
2024-05-30 08:33:14,2024-05-30 20:19:08,OD05BF3986,1
2024-05-30 08:33:02,2024-05-30 20:34:34,OR05Y5175,1
2024-05-30 08:32:07,2024-05-30 17:54:50,OR04D9425,1
2024-05-30 08:32:02,2024-05-30 20:50:16,OD05AT8338,1
2024-05-30 08:31:45,2024-05-30 17:35:02,OR02BE3532,1
2024-05-30 08:31:19,2024-05-30 18:56:53,OD21C2917,1
2024-05-30 08:30:41,2024-05-30 18:59:08,OD05BD3676,1
2024-05-30 08:30:28,NULL,OD02CF116,1
2024-05-30 08:30:25,2024-05-30 12:40:19,OD21C5725,1
2024-05-30 08:29:53,2024-05-30 18:57:25,OD05BM7199,1
2024-05-30 08:29:50,2024-05-30 17:04:51,OD05BG4331,1
2024-05-30 08:29:31,2024-05-30 08:17:18,OD05BF8148,1
2024-05-30 08:29:24,2024-05-30 18:02:08,OD05BQ2602,1
2024-05-30 08:28:42,NULL,OD05AS6095,1
2024-05-30 08:28:24,NULL,50D04E0186,1
2024-05-30 08:28:06,NULL,OD0817667,1
2024-05-30 08:28:03,2024-05-30 19:46:55,OD08L7661,1
2024-05-30 08:27:27,2024-05-30 06:40:59,OD05BC7808,1
2024-05-30 08:26:51,NULL,O0058E3310,1
2024-05-30 08:26:26,NULL,OD21C8635,1
2024-05-30 08:26:11,2024-05-30 17:48:55,OD04B8884,1
2024-05-30 08:26:09,2024-05-30 21:02:28,OD02BW1327,1
2024-05-30 08:25:58,2024-05-30 11:23:18,OD33D2176,1
2024-05-30 08:25:25,2024-05-30 11:18:41,OD33AF5496,1
2024-05-30 08:25:07,2024-05-30 18:23:46,OD21K1245,1
2024-05-30 08:24:49,2024-05-30 10:14:20,OD05BJ2602,1
2024-05-30 08:24:18,2024-05-30 19:48:58,OD05BN1602,1
2024-05-30 08:23:58,2024-05-30 19:32:10,OD02BF3692,1
2024-05-30 08:23:48,NULL,OD02CH3679,1
2024-05-30 08:23:45,2024-05-30 19:19:15,OD05BP6427,1
2024-05-30 08:23:41,2024-05-30 17:32:40,OD21Q8011,1
2024-05-30 08:23:35,2024-05-30 12:53:16,OD05P2402,1
2024-05-30 08:23:01,2024-05-30 17:55:36,23BH8196H,1
2024-05-30 08:22:08,2024-05-30 21:14:28,OR21D7755,1
2024-05-30 08:21:47,2024-05-30 18:12:02,OD02CG0906,1
2024-05-30 08:21:44,NULL,O005A03857,1
2024-05-30 08:21:19,2024-05-30 10:47:18,OD05BB3088,1
2024-05-30 08:20:47,2024-05-30 15:41:08,OD05B04177,1
2024-05-30 08:20:32,2024-05-30 17:06:12,OD02BC9495,1
2024-05-30 08:19:51,2024-05-30 19:50:01,OD02U3500,1
2024-05-30 08:19:21,2024-05-30 18:54:27,OD05BM2602,1
2024-05-30 08:19:13,2024-05-30 19:39:32,OD29L4091,1
2024-05-30 08:18:13,2024-05-30 18:07:06,OD05W4622,1
2024-05-30 08:18:00,2024-05-30 23:14:47,OD33AH9201,1
2024-05-30 08:17:50,NULL,OD29H3558,1
2024-05-30 08:17:41,NULL,ODL6SCAG3S1,1
2024-05-30 08:17:29,2024-05-30 13:15:48,OD05AP5849,1
2024-05-30 08:17:13,NULL,OD35E6361,1
2024-05-30 08:17:02,2024-05-30 18:16:18,OD21D6121,1
2024-05-30 08:16:59,NULL,OD254R4159,1
2024-05-30 08:16:58,NULL,41590D05AR0,1
2024-05-30 08:16:53,2024-05-30 21:16:25,OD33AD8811,1
2024-05-30 08:16:51,NULL,ORC28P784,1
2024-05-30 08:16:48,2024-05-30 12:28:59,OR02BV1847,1
2024-05-30 08:16:42,2024-05-30 20:23:00,OD05BK8179,1
2024-05-30 08:16:24,2024-05-30 19:13:18,OD02AE9562,1
2024-05-30 08:16:19,2024-05-30 17:55:08,OD02Y0270,1
2024-05-30 08:16:11,2024-05-30 13:13:16,OD02CS0597,1
2024-05-30 08:16:07,2024-05-30 16:47:58,OD05BH2546,1
2024-05-30 08:15:58,2024-05-30 20:49:32,OD21P5436,1
2024-05-30 08:15:52,2024-05-30 18:20:05,OD02T9175,1
2024-05-30 08:15:47,2024-05-30 20:26:13,OD05BA0589,1
2024-05-30 08:15:33,2024-05-30 14:21:56,OD21P4647,1
2024-05-30 08:15:24,2024-05-30 19:33:47,OD05BF4583,1
2024-05-30 08:15:13,2024-05-30 17:52:34,24BH7247C,1
2024-05-30 08:14:57,NULL,DL13CA6974,1
2024-05-30 08:14:54,NULL,OR02AT6424,1
2024-05-30 08:14:49,2024-05-30 18:03:02,22BH0469C,1
2024-05-30 08:14:33,2024-05-30 17:46:04,OD05AR0565,1
2024-05-30 08:14:31,2024-05-30 18:57:11,UP85BV1354,1
2024-05-30 08:14:17,2024-05-30 17:52:29,23BH6682J,1
2024-05-30 08:14:13,2024-05-30 19:06:17,HR06AD6623,1
2024-05-30 08:14:11,2024-05-30 17:59:07,OD02BD8439,1
2024-05-30 08:14:09,2024-05-30 17:54:00,OD05AC9667,1
2024-05-30 08:14:06,2024-05-30 18:47:38,GJ06KD0334,1
2024-05-30 08:14:03,2024-05-30 11:34:27,OD02BL2617,1
2024-05-30 08:14:01,2024-05-30 18:34:36,GJ06LK3496,1
2024-05-30 08:14:00,NULL,ODH75A7733,1
2024-05-30 08:13:55,2024-05-30 12:23:48,OD33S6956,1
2024-05-30 08:13:54,2024-05-30 16:58:14,22BH7677A,1
2024-05-30 08:13:50,2024-05-30 18:11:41,JH10BQ3408,1
2024-05-30 08:13:46,2024-05-30 17:33:37,UP85BA1722,1
2024-05-30 08:13:37,2024-05-30 18:57:55,JH07DS5946,1
2024-05-30 08:13:33,2024-05-30 20:04:46,WB30S7686,1
2024-05-30 08:13:31,2024-05-30 18:23:38,HR06X0977,1
2024-05-30 08:13:15,NULL,OD05AC6616,1
2024-05-30 08:13:13,NULL,OD2137836,1
2024-05-30 08:13:05,2024-05-30 17:10:43,23BH8666M,1
2024-05-30 08:13:03,2024-05-30 18:28:54,UP16CD5580,1
2024-05-30 08:13:00,2024-05-30 17:43:58,OD02K5805,1
2024-05-30 08:12:58,2024-05-30 12:39:26,OD02AR6620,1
2024-05-30 08:12:55,2024-05-30 22:25:50,GJ06LB8134,1
2024-05-30 08:12:52,2024-05-30 19:58:19,OD02BS0995,1
2024-05-30 08:12:51,2024-05-30 17:19:46,OD02B6427,1
2024-05-30 08:12:48,2024-05-30 18:45:19,HR06AV8230,1
2024-05-30 08:12:44,2024-05-30 17:06:22,OD02BL7409,1
2024-05-30 08:12:40,2024-05-30 17:34:06,WB26BE2674,1
2024-05-30 08:12:38,2024-05-30 17:36:56,OD02BL1571,1
2024-05-30 08:12:35,2024-05-30 17:51:10,OD05J8514,1
2024-05-30 08:12:33,2024-05-30 17:55:06,WB10A1813,1
2024-05-30 08:12:31,2024-05-30 18:46:07,OD02BS4357,1
2024-05-30 08:12:28,NULL,AP87BK5029,1
2024-05-30 08:12:27,NULL,BR09AH2770,1
2024-05-30 08:12:23,2024-05-30 17:12:11,HR06AN2863,1
2024-05-30 08:12:20,NULL,OR05AM7407,1
2024-05-30 08:12:18,2024-05-30 12:52:09,UP85AW0277,1
2024-05-30 08:12:15,2024-05-30 18:38:40,22BH9743B,1
2024-05-30 08:12:09,2024-05-30 17:21:42,OD05BN0158,1
2024-05-30 08:12:08,2024-05-30 13:11:22,GJ06F04914,1
2024-05-30 08:12:03,2024-05-30 17:53:00,HR06AW8541,1
2024-05-30 08:12:02,2024-05-30 17:18:43,AP30AG6425,1
2024-05-30 08:12:00,2024-05-30 17:48:46,UP85BD2967,1
2024-05-30 08:11:57,2024-05-30 19:21:34,OD02BV6732,1
2024-05-30 08:11:54,NULL,HR57BX7641,1
2024-05-30 08:11:50,2024-05-30 19:35:46,OD02AW7667,1
2024-05-30 08:11:48,2024-05-30 18:47:31,HR06Z9783,1
2024-05-30 08:11:45,NULL,GJ06DB1154,1
2024-05-30 08:11:43,2024-05-30 20:15:22,23BH9485L,1
2024-05-30 08:11:41,2024-05-30 17:14:12,OD05U9767P,1
2024-05-30 08:11:39,2024-05-30 17:20:43,HR06AW6788,1
2024-05-30 08:11:35,NULL,OD02AW1607,1
2024-05-30 08:11:19,2024-05-30 17:11:24,OD33P0652,1
2024-05-30 08:11:16,2024-05-30 19:40:32,22BH5913F,1
2024-05-30 08:11:05,2024-05-30 18:40:42,HR06Z3119,1
2024-05-30 08:11:02,2024-05-30 18:09:30,22BH0427C,1
2024-05-30 08:11:00,2024-05-30 15:49:13,WB30AJ8505,1
2024-05-30 08:10:57,2024-05-30 17:47:43,23BH7929H,1
2024-05-30 08:10:48,2024-05-30 17:58:40,AS01EY7712,1
2024-05-30 08:10:44,2024-05-30 18:05:59,24BH2296A,1
2024-05-30 08:10:33,2024-05-30 17:37:38,24BH0236E,1
2024-05-30 08:10:30,2024-05-30 13:43:49,HR06AQ4080,1
2024-05-30 08:10:28,2024-05-30 19:49:02,WB30AJ2877,1
2024-05-30 08:10:25,2024-05-30 12:55:30,AS19J1479,1
2024-05-30 08:10:23,2024-05-30 19:39:45,GJ06PF5662,1
2024-05-30 08:10:21,2024-05-30 17:15:34,HR06AP4832,1
2024-05-30 08:10:18,2024-05-30 17:42:25,HR82A5376,1
2024-05-30 08:10:14,2024-05-30 18:33:45,HR06AW7228,1
2024-05-30 08:10:10,2024-05-30 19:12:34,AS01DB9562,1
2024-05-30 08:10:06,2024-05-30 19:10:23,UP16BN2540,1
2024-05-30 08:10:04,2024-05-30 12:50:23,GJ6ED1097,1
2024-05-30 08:10:02,2024-05-30 12:56:55,OD33J3655,1
2024-05-30 08:09:59,2024-05-30 19:13:13,UP16BN9953,1
2024-05-30 08:09:57,2024-05-30 14:54:06,OD01AJ7170,1
2024-05-30 08:09:55,NULL,HR06AF2792,1
2024-05-30 08:09:53,2024-05-30 19:37:17,OD02BS1794,1
2024-05-30 08:09:49,2024-05-30 19:07:15,UP85AF0353,1
2024-05-30 08:09:47,2024-05-30 18:01:47,23BH6994B,1
2024-05-30 08:09:45,2024-05-30 12:40:48,23BH5483L,1
2024-05-30 08:09:41,2024-05-30 19:17:16,HR06Z5099,1
2024-05-30 08:09:38,2024-05-30 18:30:04,OD02BU2717,1
2024-05-30 08:09:35,2024-05-30 13:31:11,HR06X8329,1
2024-05-30 08:09:25,2024-05-30 17:30:18,22BH2802A,1
2024-05-30 08:09:17,2024-05-30 18:07:20,23BH1877G,1
2024-05-30 08:09:15,NULL,WB3206799,1
2024-05-30 08:09:12,2024-05-30 17:42:14,23BH9168G,1
2024-05-30 08:09:09,2024-05-30 11:06:35,UP85BR3111,1
2024-05-30 08:09:06,2024-05-30 17:57:16,OD05AZ3505,1
2024-05-30 08:09:01,NULL,OD05AN2088,1
2024-05-30 08:08:53,2024-05-30 19:36:12,WB30H4455,1
2024-05-30 08:08:50,2024-05-30 20:58:27,DL8CAQ8874,1
2024-05-30 08:08:43,2024-05-30 19:50:16,AS19N5696,1
2024-05-30 08:08:33,2024-05-30 14:19:23,HR06AC0240,1
2024-05-30 08:08:30,2024-05-30 17:23:14,24BH6074D,1
2024-05-30 08:08:26,2024-05-30 17:14:39,GJ06LE2660,1
2024-05-30 08:08:25,2024-05-30 17:54:54,22BH0748B,1
2024-05-30 08:08:22,2024-05-30 18:25:07,WB32P7246,1
2024-05-30 08:08:19,2024-05-30 18:51:26,22BH1115E,1
2024-05-30 08:08:15,2024-05-30 17:24:39,HR06AV4178,1
2024-05-30 08:08:13,2024-05-30 17:30:01,OD05BA4461,1
2024-05-30 08:08:10,2024-05-30 18:17:43,23BH5615H,1
2024-05-30 08:08:08,2024-05-30 17:02:30,OR02BN1967,1
2024-05-30 08:08:05,2024-05-30 17:09:22,HR06W4334,1
2024-05-30 08:08:00,2024-05-30 17:58:56,KA01MN5667,1
2024-05-30 08:07:53,2024-05-30 18:21:00,GJ06PD5063,1
2024-05-30 08:07:47,2024-05-30 17:32:54,HR06AK0498,1
2024-05-30 08:07:43,NULL,M22BH7342D,1
2024-05-30 08:07:40,2024-05-30 18:42:05,WB52P0993,1
2024-05-30 08:07:37,NULL,OD33A08293,1
2024-05-30 08:07:34,2024-05-30 13:22:42,22BH9536A,1
2024-05-30 08:07:31,2024-05-30 17:03:27,OD02BR5883,1
2024-05-30 08:07:29,2024-05-30 19:39:49,HR51BQ6255,1
2024-05-30 08:07:27,2024-05-30 18:00:36,22BH3980A,1
2024-05-30 08:07:21,NULL,OD21F8321,1
2024-05-30 08:07:18,NULL,OD02BP9606,1
2024-05-30 08:07:14,2024-05-30 21:18:20,OD02CJ9573,1
2024-05-30 08:07:11,NULL,HR06H1046,1
2024-05-30 08:07:08,NULL,HR06AN7579,1
2024-05-30 08:07:06,2024-05-30 17:50:28,OD02BU6906,1
2024-05-30 08:07:03,2024-05-30 21:20:52,23BH2487L,1
2024-05-30 08:06:49,2024-05-30 19:36:38,HR06V3592,1
2024-05-30 08:06:46,2024-05-30 20:22:43,BR01BR9064,1
2024-05-30 08:06:45,NULL,AS23H6722,1
2024-05-30 08:06:42,2024-05-30 17:17:59,GJ06PE5496,1
2024-05-30 08:06:39,2024-05-30 17:24:00,23BH7180C,1
2024-05-30 08:06:37,2024-05-30 18:57:40,HR06AL6193,1
2024-05-30 08:06:28,NULL,WB30T3036,1
2024-05-30 08:06:22,2024-05-30 19:09:41,RJ45CG3604,1
2024-05-30 08:06:21,NULL,HR29AC6260,1
2024-05-30 08:06:17,2024-05-30 18:29:43,UP16BX6075,1
2024-05-30 08:05:58,NULL,O221E6QC8,1
2024-05-30 08:05:50,NULL,OD02P3953,1
2024-05-30 08:05:41,2024-05-30 17:07:25,AS01EL9097,1
2024-05-30 08:05:38,2024-05-30 17:46:45,GJ06PJ0348,1
2024-05-30 08:05:35,2024-05-30 18:18:05,BR01BC5738,1
2024-05-30 08:05:33,2024-05-30 20:30:49,OD02AA0566,1
2024-05-30 08:05:29,2024-05-30 18:59:01,WB30Q8130,1
2024-05-30 08:05:28,2024-05-30 18:26:41,AS23R0115,1
2024-05-30 08:05:22,2024-05-30 17:32:58,22BH9519A,1
2024-05-30 08:05:18,2024-05-30 17:42:51,UP85BJ8476,1
2024-05-30 08:05:16,2024-05-30 18:20:21,OD13G7718,1
2024-05-30 08:05:08,2024-05-30 18:10:22,23BH2586D,1
2024-05-30 08:05:06,2024-05-30 13:21:21,TN02BF2676,1
2024-05-30 08:05:03,2024-05-30 17:38:22,22BH2970A,1
2024-05-30 08:05:01,2024-05-30 17:45:56,23BH8010C,1
2024-05-30 08:04:58,2024-05-30 20:00:34,OD05BG9959,1
2024-05-30 08:04:55,2024-05-30 17:15:37,OD02AP1338,1
2024-05-30 08:04:45,2024-05-30 17:10:17,24BH2071D,1
2024-05-30 08:04:43,2024-05-30 17:25:30,HR51BQ6777,1
2024-05-30 08:04:40,2024-05-30 17:58:20,23BH1359E,1
2024-05-30 08:04:35,2024-05-30 17:13:23,HR06BB5079,1
2024-05-30 08:04:33,2024-05-30 17:49:46,HR06AY8003,1
2024-05-30 08:04:30,2024-05-30 18:59:36,UP16BJ2956,1
2024-05-30 08:04:28,2024-05-30 17:02:23,JH01X4588,1
2024-05-30 08:04:25,2024-05-30 17:38:36,OD33D4992,1
2024-05-30 08:04:21,2024-05-30 17:33:17,UP80BA0615,1
2024-05-30 08:04:18,2024-05-30 19:20:37,HR06AG5224,1
2024-05-30 08:04:15,2024-05-30 18:17:48,WB18AG4370,1
2024-05-30 08:04:13,2024-05-30 17:55:58,OD02U3603,1
2024-05-30 08:04:09,2024-05-30 19:29:12,RJ14UF6302,1
2024-05-30 08:04:07,2024-05-30 17:24:13,22BH3789E,1
2024-05-30 08:03:50,2024-05-30 18:06:50,24BH1904C,1
2024-05-30 08:03:49,2024-05-30 18:01:01,22BH9051B,1
2024-05-30 08:03:46,2024-05-30 17:27:07,OD02CE0395,1
2024-05-30 08:03:29,2024-05-30 18:22:38,HR06AB8422,1
2024-05-30 08:03:25,2024-05-30 17:36:09,AS19H1234,1
2024-05-30 08:03:15,NULL,HR06AH3838,1
2024-05-30 08:03:01,NULL,GJ6DBP8428,1
2024-05-30 08:02:17,NULL,HR06AK6131,1
2024-05-30 08:02:13,NULL,OD02AC0645,1
2024-05-30 08:02:05,2024-05-30 18:06:56,HR06Y7386,1
2024-05-30 08:01:57,2024-05-30 19:03:24,22BH4763D,1
2024-05-30 08:01:53,2024-05-30 18:10:54,OD02BQ6344,1
2024-05-30 08:01:46,2024-05-30 22:02:41,23BH5283B,1
2024-05-30 08:01:44,2024-05-30 17:39:27,OR09M1111,1
2024-05-30 08:01:40,2024-05-30 17:05:18,OR02BY9111,1
2024-05-30 08:01:37,2024-05-30 21:54:39,OD21M3324,1
2024-05-30 08:01:07,2024-05-30 17:12:14,WB30Y1968,1
2024-05-30 08:01:03,2024-05-30 17:36:59,OD02V6914,1
2024-05-30 08:00:48,2024-05-30 17:50:51,24BH4844E,1
2024-05-30 08:00:45,2024-05-30 18:48:39,22BH3638B,1
2024-05-30 08:00:37,2024-05-30 17:37:08,22BH1429D,1
2024-05-30 08:00:33,NULL,OD05BM779,1
2024-05-30 08:00:31,2024-05-30 18:10:59,23BH8395G,1
2024-05-30 08:00:28,2024-05-30 19:23:21,OD01Q1777,1
2024-05-30 08:00:25,2024-05-30 17:04:32,BR09AB0752,1
2024-05-30 08:00:04,2024-05-30 17:49:33,OD02Y6844,1
2024-05-30 08:00:02,2024-05-30 19:05:36,GJ06KP4039,1
2024-05-30 07:59:58,2024-05-30 18:40:44,OD02AU4660,1
2024-05-30 07:59:52,2024-05-30 18:50:40,UP85BZ6620,1
2024-05-30 07:59:50,2024-05-30 21:06:19,GJ06PE0597,1
2024-05-30 07:59:45,2024-05-30 13:18:49,HR06V8045,1
2024-05-30 07:59:43,2024-05-30 12:45:35,KL55N7499,1
2024-05-30 07:59:30,NULL,60D21M9992,1
2024-05-30 07:59:25,2024-05-30 19:46:33,OD33Z7261,1
2024-05-30 07:59:13,2024-05-30 18:11:01,GJ06PM0914,1
2024-05-30 07:58:55,2024-05-30 19:11:47,OD02CQ3270,1
2024-05-30 07:58:53,NULL,OD216J9014,1
2024-05-30 07:58:50,2024-05-30 18:42:26,OR02BS7177,1
2024-05-30 07:58:38,2024-05-30 17:19:06,AS23M9022,1
2024-05-30 07:58:36,2024-05-30 12:47:12,OD05AK9255,1
2024-05-30 07:58:33,2024-05-30 17:37:47,OD05AN8338,1
2024-05-30 07:58:30,2024-05-30 17:31:15,OD02BP6103,1
2024-05-30 07:58:11,2024-05-30 18:14:02,OD05BA8761,1
2024-05-30 07:58:08,2024-05-30 19:26:00,HR06AA1845,1
2024-05-30 07:57:57,2024-05-30 17:57:13,OD05AN4353,1
2024-05-30 07:57:43,2024-05-30 17:56:01,HR06AB3982,1
2024-05-30 07:57:35,2024-05-30 19:18:24,HR06AY3922,1
2024-05-30 07:56:55,2024-05-30 19:21:06,23BH1291H,1
2024-05-30 07:56:51,2024-05-30 19:04:26,OD05AG9501,1
2024-05-30 07:56:46,2024-05-30 19:18:26,AS19F8164,1
2024-05-30 07:56:19,2024-05-30 19:09:54,24BH2996E,1
2024-05-30 07:56:03,2024-05-30 15:11:09,OR05AH4135,1
2024-05-30 07:55:59,NULL,BR81DH3877,1
2024-05-30 07:55:57,2024-05-30 20:10:02,OD05AR9299,1
2024-05-30 07:55:53,2024-05-30 17:56:08,AS23X5804,1
2024-05-30 07:55:23,2024-05-30 20:16:40,OR02BG9323,1
2024-05-30 07:55:11,NULL,OD05BG0935,1
2024-05-30 07:55:05,NULL,OA054U7578,1
2024-05-30 07:55:04,NULL,90D05A7578,1
2024-05-30 07:54:58,NULL,OD2109436,1
2024-05-30 07:54:55,2024-05-30 19:32:16,OD02U4392,1
2024-05-30 07:54:48,2024-05-30 20:30:39,OD33U2918,1
2024-05-30 07:54:40,2024-05-30 18:16:51,GJ06PE6842,1
2024-05-30 07:53:50,2024-05-30 18:24:02,23BH3501L,1
2024-05-30 07:53:13,2024-05-30 19:49:46,OR02BK4361,1
2024-05-30 07:53:08,2024-05-30 12:41:09,22BH8713A,1
2024-05-30 07:53:04,2024-05-30 19:49:51,OD02CF1161,1
2024-05-30 07:53:02,2024-05-30 17:11:55,OD05BF0570,1
2024-05-30 07:52:38,NULL,OD02BH7316,1
2024-05-30 07:52:20,NULL,UP85H1071,1
2024-05-30 07:52:17,2024-05-30 17:20:50,OD02AG6066,1
2024-05-30 07:52:14,NULL,GJ6FQ2082,1
2024-05-30 07:52:03,2024-05-30 18:01:14,24BH3605D,1
2024-05-30 07:52:01,2024-05-30 18:46:04,23BH0649B,1
2024-05-30 07:51:54,2024-05-30 20:00:25,WB26BP8760,1
2024-05-30 07:51:13,NULL,OD94M8910,1
2024-05-30 07:50:53,NULL,OD21A0075,1
2024-05-30 07:50:42,NULL,WB30H1748,1
2024-05-30 07:50:35,2024-05-30 20:01:03,AP39TE9045,1
2024-05-30 07:50:08,2024-05-30 17:30:54,GJ06HD4198,1
2024-05-30 07:49:48,NULL,OD21E2587,1
2024-05-30 07:49:46,NULL,OD21P2519,1
2024-05-30 07:49:45,2024-05-30 18:26:46,24BH2487B,1
2024-05-30 07:49:20,2024-05-30 17:58:34,OD02G6866,1
2024-05-30 07:49:09,2024-05-30 11:41:12,OR21C1584,1
2024-05-30 07:48:55,NULL,OD33P9695,1
2024-05-30 07:48:44,2024-05-30 18:35:29,UP16CK8209,1
2024-05-30 07:48:24,2024-05-30 18:15:41,HR06X4442,1
2024-05-30 07:47:33,2024-05-30 20:02:48,OD05AT4810,1
2024-05-30 07:47:08,2024-05-30 17:06:06,HR06V7627,1
2024-05-30 07:46:09,2024-05-30 22:35:58,23BH8495G,1
2024-05-30 07:46:08,2024-05-30 18:42:56,HR06AQ1743,1
2024-05-30 07:45:48,2024-05-30 19:30:04,OD02BX9201,1
2024-05-30 07:45:30,2024-05-30 19:54:38,GJ06LK8323,1
2024-05-30 07:43:26,2024-05-30 17:51:15,OD05AX0605,1
2024-05-30 07:43:11,2024-05-30 04:27:31,AP39TB2891,1
2024-05-30 07:42:54,2024-05-30 19:27:18,OD02BZ3197,1
2024-05-30 07:42:44,NULL,OD02BE4725,1
2024-05-30 07:42:15,2024-05-30 15:43:25,OD02CC8783,1
2024-05-30 07:40:53,2024-05-30 21:30:39,OD04M4932,1
2024-05-30 07:40:45,2024-05-30 19:20:00,OR03F9117,1
2024-05-30 07:40:06,2024-05-30 18:54:24,OD21P7065,1
2024-05-30 07:39:55,2024-05-30 20:17:18,OD05V5570,1
2024-05-30 07:39:32,2024-05-30 20:13:55,OD29E1193,1
